LGA,Year,admin1Name,Cases,Cases_SuspectedUnconfirmed,Reports_All,Any_Confirmed_Cases,Source,NumDiagCentres,LabDist,LabTravelTime,TotalPopulation_ByYear,AgriProp_ESA,UrbanProp_ESA,ForestProp_ESA,LGAarea_km2,x,y,PrecipMeanAnnual_2011_2019_CHIRPS,PrecipMeanWettest_2011_2019_CHIRPS,PrecipMeanDriest_2011_2019_CHIRPS,PrecipMonthlyCoefv_2011_2019_CHIRPS,TempMeanAnnual_201119_NOAA,TempMonthlyCoefv_201118_NOAA,CHELSA_TempAnnualMean,CHELSA_TempSeasonality,CHELSA_TempMeanWarmestQ,CHELSA_PrecipTotalAnnual,CHELSA_PrecipSeasonality,CHELSA_PrecipWettestQ,CityTravTime_Mean,HospitalDist_mean_km,HealthFacilityDist_mean_km,TotalPop2015,PopDens2015,TotalUrbanPop2015,TotalRuralPop2015,TotalPop2015_PropUrban,ImprovedHousingPrev_PopWeighted,Cropland_prop_ESA2015,Agri_prop_ESA2015,Urb_prop_ESA2015,Forest_prop_ESA2015,PovertyProp_Mean,PovertyProp_PopWeighted,Hospital_TravelTime,AllHealthFacility_TravelTime
Edati,2019,Niger,0,0,0,0,SitRep_2,5,196.0686124,169.1249695,252375.8073,0.5626801153,0.0007204610951,0.2884932071,911.373689,5.65844353,9.05093382,1083.973619,239.3624451,0.4395752924,0.9627777999,28.1465286,0.06011291041,27.39888889,189.2599074,30.53694444,1267.783333,90.10462963,732.1222222,44.62523191,18.59964123,2.475996141,75713.36209,83.1683561,2104.003712,73609.35838,0.02778906726,0.0753518816,0.4441128036,0.5995265541,0.0007204610951,0.1994648003,0.654726111,0.649178863,47.29604721,15.78106499
Ede North,2012,Osun,0,0,0,0,WER,2,181.8050503,125.3463593,95682.10121,0.6151012891,0.1786372007,0.05156537753,101.7938403,4.46948913,7.7296736,1292.476087,248.2804626,4.50653951,0.736003631,26.79708411,0.049031309,25.43770492,131.8631148,27.49836066,1295.442623,64.78688525,553.9508197,3.132231405,8.847760206,2.052852367,93429.10585,921.5158961,73646.11141,19782.99444,0.7882566224,0.4279678065,0.3287292818,0.6086556169,0.1887661142,0.05064456722,0.4821335332,0.4670542163,11.04833031,5.15638876
Ede North,2013,Osun,0,0,0,0,WER,2,181.8050503,125.3463593,99109.60063,0.6123388582,0.1832412523,0.05064456722,101.7938403,4.46948913,7.7296736,1292.476087,248.2804626,4.50653951,0.736003631,26.79708411,0.049031309,25.43770492,131.8631148,27.49836066,1295.442623,64.78688525,553.9508197,3.132231405,8.847760206,2.052852367,93429.10585,921.5158961,73646.11141,19782.99444,0.7882566224,0.4279678065,0.3287292818,0.6086556169,0.1887661142,0.05064456722,0.4821335332,0.4670542163,11.04833031,5.15638876
Ede North,2014,Osun,0,0,0,0,WER,2,181.8050503,125.3463593,102006.185,0.6095764273,0.1869244936,0.05064456722,101.7938403,4.46948913,7.7296736,1292.476087,248.2804626,4.50653951,0.736003631,26.79708411,0.049031309,25.43770492,131.8631148,27.49836066,1295.442623,64.78688525,553.9508197,3.132231405,8.847760206,2.052852367,93429.10585,921.5158961,73646.11141,19782.99444,0.7882566224,0.4279678065,0.3287292818,0.6086556169,0.1887661142,0.05064456722,0.4821335332,0.4670542163,11.04833031,5.15638876
Ede North,2015,Osun,0,0,0,0,WER,2,181.8050503,125.3463593,105007.4833,0.6086556169,0.1887661142,0.05064456722,101.7938403,4.46948913,7.7296736,1292.476087,248.2804626,4.50653951,0.736003631,26.79708411,0.049031309,25.43770492,131.8631148,27.49836066,1295.442623,64.78688525,553.9508197,3.132231405,8.847760206,2.052852367,93429.10585,921.5158961,73646.11141,19782.99444,0.7882566224,0.4279678065,0.3287292818,0.6086556169,0.1887661142,0.05064456722,0.4821335332,0.4670542163,11.04833031,5.15638876
Ede North,2016,Osun,0,0,0,0,WER,2,181.8050503,125.3463593,107648.6455,0.6077348066,0.1896869245,0.05064456722,101.7938403,4.46948913,7.7296736,1292.476087,248.2804626,4.50653951,0.736003631,26.79708411,0.049031309,25.43770492,131.8631148,27.49836066,1295.442623,64.78688525,553.9508197,3.132231405,8.847760206,2.052852367,93429.10585,921.5158961,73646.11141,19782.99444,0.7882566224,0.4279678065,0.3287292818,0.6086556169,0.1887661142,0.05064456722,0.4821335332,0.4670542163,11.04833031,5.15638876
Ede North,2017,Osun,0,0,0,0,SitRep_1,3,181.8050503,125.3463593,111234.2992,0.6077348066,0.1896869245,0.05064456722,101.7938403,4.46948913,7.7296736,1292.476087,248.2804626,4.50653951,0.736003631,26.79708411,0.049031309,25.43770492,131.8631148,27.49836066,1295.442623,64.78688525,553.9508197,3.132231405,8.847760206,2.052852367,93429.10585,921.5158961,73646.11141,19782.99444,0.7882566224,0.4279678065,0.3287292818,0.6086556169,0.1887661142,0.05064456722,0.4821335332,0.4670542163,11.04833031,5.15638876
Ede North,2018,Osun,0,0,0,0,SitRep_2,4,181.8050503,125.3463593,114685.6716,0.6077348066,0.1896869245,0.05064456722,101.7938403,4.46948913,7.7296736,1292.476087,248.2804626,4.50653951,0.736003631,26.79708411,0.049031309,25.43770492,131.8631148,27.49836066,1295.442623,64.78688525,553.9508197,3.132231405,8.847760206,2.052852367,93429.10585,921.5158961,73646.11141,19782.99444,0.7882566224,0.4279678065,0.3287292818,0.6086556169,0.1887661142,0.05064456722,0.4821335332,0.4670542163,11.04833031,5.15638876
Ede North,2019,Osun,0,0,0,0,SitRep_2,5,135.7209999,89.73277283,118144.1555,0.6077348066,0.1896869245,0.05064456722,101.7938403,4.46948913,7.7296736,1292.476087,248.2804626,4.50653951,0.736003631,26.79708411,0.049031309,25.43770492,131.8631148,27.49836066,1295.442623,64.78688525,553.9508197,3.132231405,8.847760206,2.052852367,93429.10585,921.5158961,73646.11141,19782.99444,0.7882566224,0.4279678065,0.3287292818,0.6086556169,0.1887661142,0.05064456722,0.4821335332,0.4670542163,11.04833031,5.15638876
Ede South,2012,Osun,0,0,0,0,WER,2,175.3160566,128.5930023,98346.40057,0.5996495839,0.009198423127,0.3280770915,215.0465347,4.45819064,7.65995665,1417.388886,268.6913987,4.597513935,0.7340368378,26.79708411,0.049031309,25.46205534,129.5083004,27.46679842,1331.426877,64.17786561,569.5494071,13.08300395,13.77145125,1.660586485,92893.59071,432.513875,28789.53202,64104.05869,0.309919466,0.2824361459,0.247043364,0.5983355234,0.01226456417,0.3280770915,0.4924993335,0.4907349494,22.19741058,8.033821106
Ede South,2013,Osun,0,0,0,0,WER,2,175.3160566,128.5930023,102625.6946,0.5992115637,0.01051248357,0.3280770915,215.0465347,4.45819064,7.65995665,1417.388886,268.6913987,4.597513935,0.7340368378,26.79708411,0.049031309,25.46205534,129.5083004,27.46679842,1331.426877,64.17786561,569.5494071,13.08300395,13.77145125,1.660586485,92893.59071,432.513875,28789.53202,64104.05869,0.309919466,0.2824361459,0.247043364,0.5983355234,0.01226456417,0.3280770915,0.4924993335,0.4907349494,22.19741058,8.033821106
Ede South,2014,Osun,0,0,0,0,WER,2,175.3160566,128.5930023,107602.6004,0.5987735436,0.01182654402,0.3280770915,215.0465347,4.45819064,7.65995665,1417.388886,268.6913987,4.597513935,0.7340368378,26.79708411,0.049031309,25.46205534,129.5083004,27.46679842,1331.426877,64.17786561,569.5494071,13.08300395,13.77145125,1.660586485,92893.59071,432.513875,28789.53202,64104.05869,0.309919466,0.2824361459,0.247043364,0.5983355234,0.01226456417,0.3280770915,0.4924993335,0.4907349494,22.19741058,8.033821106
Ede South,2015,Osun,0,0,0,0,WER,2,175.3160566,128.5930023,110403.6243,0.5983355234,0.01226456417,0.3280770915,215.0465347,4.45819064,7.65995665,1417.388886,268.6913987,4.597513935,0.7340368378,26.79708411,0.049031309,25.46205534,129.5083004,27.46679842,1331.426877,64.17786561,569.5494071,13.08300395,13.77145125,1.660586485,92893.59071,432.513875,28789.53202,64104.05869,0.309919466,0.2824361459,0.247043364,0.5983355234,0.01226456417,0.3280770915,0.4924993335,0.4907349494,22.19741058,8.033821106
Ede South,2016,Osun,0,0,0,0,WER,2,175.3160566,128.5930023,114465.318,0.5983355234,0.01226456417,0.3280770915,215.0465347,4.45819064,7.65995665,1417.388886,268.6913987,4.597513935,0.7340368378,26.79708411,0.049031309,25.46205534,129.5083004,27.46679842,1331.426877,64.17786561,569.5494071,13.08300395,13.77145125,1.660586485,92893.59071,432.513875,28789.53202,64104.05869,0.309919466,0.2824361459,0.247043364,0.5983355234,0.01226456417,0.3280770915,0.4924993335,0.4907349494,22.19741058,8.033821106
Ede South,2017,Osun,0,0,0,0,SitRep_1,3,175.3160566,128.5930023,118120.4445,0.5983355234,0.01226456417,0.3280770915,215.0465347,4.45819064,7.65995665,1417.388886,268.6913987,4.597513935,0.7340368378,26.79708411,0.049031309,25.46205534,129.5083004,27.46679842,1331.426877,64.17786561,569.5494071,13.08300395,13.77145125,1.660586485,92893.59071,432.513875,28789.53202,64104.05869,0.309919466,0.2824361459,0.247043364,0.5983355234,0.01226456417,0.3280770915,0.4924993335,0.4907349494,22.19741058,8.033821106
Ede South,2018,Osun,0,0,0,0,SitRep_2,4,175.3160566,128.5930023,121955.2299,0.5983355234,0.01226456417,0.3280770915,215.0465347,4.45819064,7.65995665,1417.388886,268.6913987,4.597513935,0.7340368378,26.79708411,0.049031309,25.46205534,129.5083004,27.46679842,1331.426877,64.17786561,569.5494071,13.08300395,13.77145125,1.660586485,92893.59071,432.513875,28789.53202,64104.05869,0.309919466,0.2824361459,0.247043364,0.5983355234,0.01226456417,0.3280770915,0.4924993335,0.4907349494,22.19741058,8.033821106
Ede South,2019,Osun,0,1,1,0,SitRep_2,5,134.1686802,99.13950348,125697.0464,0.5983355234,0.01226456417,0.3280770915,215.0465347,4.45819064,7.65995665,1417.388886,268.6913987,4.597513935,0.7340368378,26.79708411,0.049031309,25.46205534,129.5083004,27.46679842,1331.426877,64.17786561,569.5494071,13.08300395,13.77145125,1.660586485,92893.59071,432.513875,28789.53202,64104.05869,0.309919466,0.2824361459,0.247043364,0.5983355234,0.01226456417,0.3280770915,0.4924993335,0.4907349494,22.19741058,8.033821106
Edu,2012,Kwara,0,0,0,0,WER,2,263.5577676,230.6957397,243706.9946,0.5043703704,0.002111111111,0.2915555556,2534.696833,5.1883282,8.89672001,1101.577703,233.4726161,0.9986820799,0.9381236921,27.98520781,0.05734089031,27.3294098,184.6077026,30.40283428,1053.048683,84.08702901,592.0616872,52.96432144,25.58638818,4.987789638,250146.1827,99.59165638,18234.58915,231911.5935,0.07289573222,0.09875662385,0.4042222222,0.5238888889,0.002407407407,0.2915555556,0.6146524688,0.5985975892,58.13586426,26.47208214
Edu,2013,Kwara,0,0,0,0,WER,2,263.5577676,230.6957397,250189.3133,0.5104074074,0.002185185185,0.2915555556,2534.696833,5.1883282,8.89672001,1101.577703,233.4726161,0.9986820799,0.9381236921,27.98520781,0.05734089031,27.3294098,184.6077026,30.40283428,1053.048683,84.08702901,592.0616872,52.96432144,25.58638818,4.987789638,250146.1827,99.59165638,18234.58915,231911.5935,0.07289573222,0.09875662385,0.4042222222,0.5238888889,0.002407407407,0.2915555556,0.6146524688,0.5985975892,58.13586426,26.47208214
Edu,2014,Kwara,0,0,0,0,WER,2,263.5577676,230.6957397,253780.4671,0.524037037,0.002259259259,0.2915555556,2534.696833,5.1883282,8.89672001,1101.577703,233.4726161,0.9986820799,0.9381236921,27.98520781,0.05734089031,27.3294098,184.6077026,30.40283428,1053.048683,84.08702901,592.0616872,52.96432144,25.58638818,4.987789638,250146.1827,99.59165638,18234.58915,231911.5935,0.07289573222,0.09875662385,0.4042222222,0.5238888889,0.002407407407,0.2915555556,0.6146524688,0.5985975892,58.13586426,26.47208214
Edu,2015,Kwara,0,0,0,0,WER,2,263.5577676,230.6957397,258746.2119,0.5238888889,0.002407407407,0.2915555556,2534.696833,5.1883282,8.89672001,1101.577703,233.4726161,0.9986820799,0.9381236921,27.98520781,0.05734089031,27.3294098,184.6077026,30.40283428,1053.048683,84.08702901,592.0616872,52.96432144,25.58638818,4.987789638,250146.1827,99.59165638,18234.58915,231911.5935,0.07289573222,0.09875662385,0.4042222222,0.5238888889,0.002407407407,0.2915555556,0.6146524688,0.5985975892,58.13586426,26.47208214
Edu,2016,Kwara,0,0,0,0,WER,2,263.5577676,230.6957397,267260.2642,0.5304814815,0.002407407407,0.2956296296,2534.696833,5.1883282,8.89672001,1101.577703,233.4726161,0.9986820799,0.9381236921,27.98520781,0.05734089031,27.3294098,184.6077026,30.40283428,1053.048683,84.08702901,592.0616872,52.96432144,25.58638818,4.987789638,250146.1827,99.59165638,18234.58915,231911.5935,0.07289573222,0.09875662385,0.4042222222,0.5238888889,0.002407407407,0.2915555556,0.6146524688,0.5985975892,58.13586426,26.47208214
Edu,2017,Kwara,0,0,0,0,SitRep_1,3,250.0602197,227.9213257,274953.3919,0.5315555556,0.002407407407,0.2958888889,2534.696833,5.1883282,8.89672001,1101.577703,233.4726161,0.9986820799,0.9381236921,27.98520781,0.05734089031,27.3294098,184.6077026,30.40283428,1053.048683,84.08702901,592.0616872,52.96432144,25.58638818,4.987789638,250146.1827,99.59165638,18234.58915,231911.5935,0.07289573222,0.09875662385,0.4042222222,0.5238888889,0.002407407407,0.2915555556,0.6146524688,0.5985975892,58.13586426,26.47208214
Edu,2018,Kwara,0,0,0,0,SitRep_2,4,250.0602197,227.9213257,283166.0881,0.5287777778,0.002407407407,0.3048148148,2534.696833,5.1883282,8.89672001,1101.577703,233.4726161,0.9986820799,0.9381236921,27.98520781,0.05734089031,27.3294098,184.6077026,30.40283428,1053.048683,84.08702901,592.0616872,52.96432144,25.58638818,4.987789638,250146.1827,99.59165638,18234.58915,231911.5935,0.07289573222,0.09875662385,0.4042222222,0.5238888889,0.002407407407,0.2915555556,0.6146524688,0.5985975892,58.13586426,26.47208214
Edu,2019,Kwara,0,0,0,0,SitRep_2,5,192.2487026,193.4701233,290965.3645,0.5287777778,0.002407407407,0.3048148148,2534.696833,5.1883282,8.89672001,1101.577703,233.4726161,0.9986820799,0.9381236921,27.98520781,0.05734089031,27.3294098,184.6077026,30.40283428,1053.048683,84.08702901,592.0616872,52.96432144,25.58638818,4.987789638,250146.1827,99.59165638,18234.58915,231911.5935,0.07289573222,0.09875662385,0.4042222222,0.5238888889,0.002407407407,0.2915555556,0.6146524688,0.5985975892,58.13586426,26.47208214
Efon,2012,Ekiti,0,0,0,0,WER,2,174.200745,155.5168304,100135.8309,0.809406953,0.008588957055,0.1770961145,230.2185606,4.93376441,7.69063498,1432.431591,272.1797836,5.139481268,0.7642693322,26.37937603,0.04735672466,24.38419118,129.0286765,26.40808824,1378.492647,65.50735294,611.3676471,14.24264706,7.271834603,2.453424931,187446.2096,813.5787378,132037.5513,55408.65827,0.7044023542,0.2365074073,0.4498977505,0.8077709611,0.01063394683,0.1770961145,0.5127815362,0.4905926969,17.54838562,12.5755825
Efon,2013,Ekiti,0,0,0,0,WER,2,174.200745,155.5168304,107165.1407,0.8081799591,0.00981595092,0.1770961145,230.2185606,4.93376441,7.69063498,1432.431591,272.1797836,5.139481268,0.7642693322,26.37937603,0.04735672466,24.38419118,129.0286765,26.40808824,1378.492647,65.50735294,611.3676471,14.24264706,7.271834603,2.453424931,187446.2096,813.5787378,132037.5513,55408.65827,0.7044023542,0.2365074073,0.4498977505,0.8077709611,0.01063394683,0.1770961145,0.5127815362,0.4905926969,17.54838562,12.5755825
Efon,2014,Ekiti,0,0,0,0,WER,2,174.200745,155.5168304,114924.8635,0.8077709611,0.01063394683,0.1770961145,230.2185606,4.93376441,7.69063498,1432.431591,272.1797836,5.139481268,0.7642693322,26.37937603,0.04735672466,24.38419118,129.0286765,26.40808824,1378.492647,65.50735294,611.3676471,14.24264706,7.271834603,2.453424931,187446.2096,813.5787378,132037.5513,55408.65827,0.7044023542,0.2365074073,0.4498977505,0.8077709611,0.01063394683,0.1770961145,0.5127815362,0.4905926969,17.54838562,12.5755825
Efon,2015,Ekiti,0,0,0,0,WER,2,174.200745,155.5168304,119306.993,0.8077709611,0.01063394683,0.1770961145,230.2185606,4.93376441,7.69063498,1432.431591,272.1797836,5.139481268,0.7642693322,26.37937603,0.04735672466,24.38419118,129.0286765,26.40808824,1378.492647,65.50735294,611.3676471,14.24264706,7.271834603,2.453424931,187446.2096,813.5787378,132037.5513,55408.65827,0.7044023542,0.2365074073,0.4498977505,0.8077709611,0.01063394683,0.1770961145,0.5127815362,0.4905926969,17.54838562,12.5755825
Efon,2016,Ekiti,0,0,0,0,WER,2,174.200745,155.5168304,123857.3825,0.8077709611,0.01063394683,0.1770961145,230.2185606,4.93376441,7.69063498,1432.431591,272.1797836,5.139481268,0.7642693322,26.37937603,0.04735672466,24.38419118,129.0286765,26.40808824,1378.492647,65.50735294,611.3676471,14.24264706,7.271834603,2.453424931,187446.2096,813.5787378,132037.5513,55408.65827,0.7044023542,0.2365074073,0.4498977505,0.8077709611,0.01063394683,0.1770961145,0.5127815362,0.4905926969,17.54838562,12.5755825
Efon,2017,Ekiti,0,0,0,0,SitRep_1,3,174.200745,155.5168304,127268.6393,0.8077709611,0.01063394683,0.1770961145,230.2185606,4.93376441,7.69063498,1432.431591,272.1797836,5.139481268,0.7642693322,26.37937603,0.04735672466,24.38419118,129.0286765,26.40808824,1378.492647,65.50735294,611.3676471,14.24264706,7.271834603,2.453424931,187446.2096,813.5787378,132037.5513,55408.65827,0.7044023542,0.2365074073,0.4498977505,0.8077709611,0.01063394683,0.1770961145,0.5127815362,0.4905926969,17.54838562,12.5755825
Efon,2018,Ekiti,0,0,0,0,SitRep_2,4,174.200745,155.5168304,131490.2341,0.8077709611,0.01063394683,0.1770961145,230.2185606,4.93376441,7.69063498,1432.431591,272.1797836,5.139481268,0.7642693322,26.37937603,0.04735672466,24.38419118,129.0286765,26.40808824,1378.492647,65.50735294,611.3676471,14.24264706,7.271834603,2.453424931,187446.2096,813.5787378,132037.5513,55408.65827,0.7044023542,0.2365074073,0.4498977505,0.8077709611,0.01063394683,0.1770961145,0.5127815362,0.4905926969,17.54838562,12.5755825
Efon,2019,Ekiti,0,1,1,0,SitRep_2,5,89.73732913,76.48139954,135447.1313,0.8077709611,0.01063394683,0.1770961145,230.2185606,4.93376441,7.69063498,1432.431591,272.1797836,5.139481268,0.7642693322,26.37937603,0.04735672466,24.38419118,129.0286765,26.40808824,1378.492647,65.50735294,611.3676471,14.24264706,7.271834603,2.453424931,187446.2096,813.5787378,132037.5513,55408.65827,0.7044023542,0.2365074073,0.4498977505,0.8077709611,0.01063394683,0.1770961145,0.5127815362,0.4905926969,17.54838562,12.5755825
Egbado North,2012,Ogun,0,0,0,0,WER,2,84.28004569,88.98747253,208098.299,0.9477051178,0.004417140536,0.02518277823,1856.809534,2.90766742,7.11158246,1216.465345,221.1417052,9.416101038,0.7046254493,28.3294534,0.04618913673,26.56302059,118.7562929,28.27688787,1143.58032,63.90022883,539.0315789,47.35776454,19.75012271,4.431697719,213440.8659,114.9912751,15720.74723,197720.1187,0.07365387676,0.115316517,0.7997562957,0.9464358245,0.005686433794,0.02518277823,0.5531037159,0.5467260674,41.84070206,21.31446266
Egbado North,2013,Ogun,0,0,0,0,WER,2,84.28004569,88.98747253,215049.0966,0.9474512591,0.004670999188,0.02518277823,1856.809534,2.90766742,7.11158246,1216.465345,221.1417052,9.416101038,0.7046254493,28.3294534,0.04618913673,26.56302059,118.7562929,28.27688787,1143.58032,63.90022883,539.0315789,47.35776454,19.75012271,4.431697719,213440.8659,114.9912751,15720.74723,197720.1187,0.07365387676,0.115316517,0.7997562957,0.9464358245,0.005686433794,0.02518277823,0.5531037159,0.5467260674,41.84070206,21.31446266
Egbado North,2014,Ogun,0,0,0,0,WER,2,84.28004569,88.98747253,221257.4432,0.9468419984,0.005280259951,0.02518277823,1856.809534,2.90766742,7.11158246,1216.465345,221.1417052,9.416101038,0.7046254493,28.3294534,0.04618913673,26.56302059,118.7562929,28.27688787,1143.58032,63.90022883,539.0315789,47.35776454,19.75012271,4.431697719,213440.8659,114.9912751,15720.74723,197720.1187,0.07365387676,0.115316517,0.7997562957,0.9464358245,0.005686433794,0.02518277823,0.5531037159,0.5467260674,41.84070206,21.31446266
Egbado North,2015,Ogun,0,0,0,0,WER,2,84.28004569,88.98747253,227736.8634,0.9464358245,0.005686433794,0.02518277823,1856.809534,2.90766742,7.11158246,1216.465345,221.1417052,9.416101038,0.7046254493,28.3294534,0.04618913673,26.56302059,118.7562929,28.27688787,1143.58032,63.90022883,539.0315789,47.35776454,19.75012271,4.431697719,213440.8659,114.9912751,15720.74723,197720.1187,0.07365387676,0.115316517,0.7997562957,0.9464358245,0.005686433794,0.02518277823,0.5531037159,0.5467260674,41.84070206,21.31446266
Egbado North,2016,Ogun,0,0,0,0,WER,2,84.28004569,88.98747253,235826.2113,0.9449634444,0.006397238018,0.02594435418,1856.809534,2.90766742,7.11158246,1216.465345,221.1417052,9.416101038,0.7046254493,28.3294534,0.04618913673,26.56302059,118.7562929,28.27688787,1143.58032,63.90022883,539.0315789,47.35776454,19.75012271,4.431697719,213440.8659,114.9912751,15720.74723,197720.1187,0.07365387676,0.115316517,0.7997562957,0.9464358245,0.005686433794,0.02518277823,0.5531037159,0.5467260674,41.84070206,21.31446266
Egbado North,2017,Ogun,0,0,0,0,SitRep_1,3,84.28004569,88.98747253,243171.228,0.9437449228,0.006397238018,0.02736596263,1856.809534,2.90766742,7.11158246,1216.465345,221.1417052,9.416101038,0.7046254493,28.3294534,0.04618913673,26.56302059,118.7562929,28.27688787,1143.58032,63.90022883,539.0315789,47.35776454,19.75012271,4.431697719,213440.8659,114.9912751,15720.74723,197720.1187,0.07365387676,0.115316517,0.7997562957,0.9464358245,0.005686433794,0.02518277823,0.5531037159,0.5467260674,41.84070206,21.31446266
Egbado North,2018,Ogun,0,0,0,0,SitRep_2,4,84.28004569,88.98747253,250481.2959,0.9426787165,0.00680341186,0.02802599513,1856.809534,2.90766742,7.11158246,1216.465345,221.1417052,9.416101038,0.7046254493,28.3294534,0.04618913673,26.56302059,118.7562929,28.27688787,1143.58032,63.90022883,539.0315789,47.35776454,19.75012271,4.431697719,213440.8659,114.9912751,15720.74723,197720.1187,0.07365387676,0.115316517,0.7997562957,0.9464358245,0.005686433794,0.02518277823,0.5531037159,0.5467260674,41.84070206,21.31446266
Egbado North,2019,Ogun,0,0,0,0,SitRep_2,5,84.28004569,88.98747253,257703.6433,0.9426787165,0.00680341186,0.02802599513,1856.809534,2.90766742,7.11158246,1216.465345,221.1417052,9.416101038,0.7046254493,28.3294534,0.04618913673,26.56302059,118.7562929,28.27688787,1143.58032,63.90022883,539.0315789,47.35776454,19.75012271,4.431697719,213440.8659,114.9912751,15720.74723,197720.1187,0.07365387676,0.115316517,0.7997562957,0.9464358245,0.005686433794,0.02518277823,0.5531037159,0.5467260674,41.84070206,21.31446266
Egbado South,2012,Ogun,0,0,0,0,WER,2,55.69241866,51.99650955,227218.7222,0.9130209682,0.01553196997,0.06872896712,728.7377463,2.95025783,6.78760054,1420.561435,286.0945476,11.20435628,0.744471472,28.48416719,0.04530402253,26.53689095,113.7303944,28.10232019,1283.141531,65.84686775,674.24942,17.73867596,21.63998612,3.025622587,227298.2616,312.1194972,92619.46146,134678.8002,0.4074798496,0.3154779208,0.8256536371,0.9097851411,0.0191560963,0.06859953404,0.5623582936,0.5500031367,36.50697327,12.51241589
Egbado South,2013,Ogun,0,0,0,0,WER,2,55.69241866,51.99650955,235987.7996,0.9121149366,0.01643800155,0.06872896712,728.7377463,2.95025783,6.78760054,1420.561435,286.0945476,11.20435628,0.744471472,28.48416719,0.04530402253,26.53689095,113.7303944,28.10232019,1283.141531,65.84686775,674.24942,17.73867596,21.63998612,3.025622587,227298.2616,312.1194972,92619.46146,134678.8002,0.4074798496,0.3154779208,0.8256536371,0.9097851411,0.0191560963,0.06859953404,0.5623582936,0.5500031367,36.50697327,12.51241589
Egbado South,2014,Ogun,0,0,0,0,WER,2,55.69241866,51.99650955,244409.3655,0.9108206057,0.01799119855,0.06872896712,728.7377463,2.95025783,6.78760054,1420.561435,286.0945476,11.20435628,0.744471472,28.48416719,0.04530402253,26.53689095,113.7303944,28.10232019,1283.141531,65.84686775,674.24942,17.73867596,21.63998612,3.025622587,227298.2616,312.1194972,92619.46146,134678.8002,0.4074798496,0.3154779208,0.8256536371,0.9097851411,0.0191560963,0.06859953404,0.5623582936,0.5500031367,36.50697327,12.51241589
Egbado South,2015,Ogun,0,0,0,0,WER,2,55.69241866,51.99650955,254413.9122,0.9097851411,0.0191560963,0.06859953404,728.7377463,2.95025783,6.78760054,1420.561435,286.0945476,11.20435628,0.744471472,28.48416719,0.04530402253,26.53689095,113.7303944,28.10232019,1283.141531,65.84686775,674.24942,17.73867596,21.63998612,3.025622587,227298.2616,312.1194972,92619.46146,134678.8002,0.4074798496,0.3154779208,0.8256536371,0.9097851411,0.0191560963,0.06859953404,0.5623582936,0.5500031367,36.50697327,12.51241589
Egbado South,2016,Ogun,0,0,0,0,WER,2,55.69241866,51.99650955,260846.9658,0.9088791095,0.0191560963,0.06976443179,728.7377463,2.95025783,6.78760054,1420.561435,286.0945476,11.20435628,0.744471472,28.48416719,0.04530402253,26.53689095,113.7303944,28.10232019,1283.141531,65.84686775,674.24942,17.73867596,21.63998612,3.025622587,227298.2616,312.1194972,92619.46146,134678.8002,0.4074798496,0.3154779208,0.8256536371,0.9097851411,0.0191560963,0.06859953404,0.5623582936,0.5500031367,36.50697327,12.51241589
Egbado South,2017,Ogun,0,0,0,0,SitRep_1,3,55.69241866,51.99650955,269122.0395,0.9088791095,0.0191560963,0.06976443179,728.7377463,2.95025783,6.78760054,1420.561435,286.0945476,11.20435628,0.744471472,28.48416719,0.04530402253,26.53689095,113.7303944,28.10232019,1283.141531,65.84686775,674.24942,17.73867596,21.63998612,3.025622587,227298.2616,312.1194972,92619.46146,134678.8002,0.4074798496,0.3154779208,0.8256536371,0.9097851411,0.0191560963,0.06859953404,0.5623582936,0.5500031367,36.50697327,12.51241589
Egbado South,2018,Ogun,0,0,0,0,SitRep_2,4,55.69241866,51.99650955,276545.4886,0.9087496764,0.01928552938,0.06976443179,728.7377463,2.95025783,6.78760054,1420.561435,286.0945476,11.20435628,0.744471472,28.48416719,0.04530402253,26.53689095,113.7303944,28.10232019,1283.141531,65.84686775,674.24942,17.73867596,21.63998612,3.025622587,227298.2616,312.1194972,92619.46146,134678.8002,0.4074798496,0.3154779208,0.8256536371,0.9097851411,0.0191560963,0.06859953404,0.5623582936,0.5500031367,36.50697327,12.51241589
Egbado South,2019,Ogun,0,0,0,0,SitRep_2,5,55.69241866,51.99650955,287438.0349,0.9087496764,0.01928552938,0.06976443179,728.7377463,2.95025783,6.78760054,1420.561435,286.0945476,11.20435628,0.744471472,28.48416719,0.04530402253,26.53689095,113.7303944,28.10232019,1283.141531,65.84686775,674.24942,17.73867596,21.63998612,3.025622587,227298.2616,312.1194972,92619.46146,134678.8002,0.4074798496,0.3154779208,0.8256536371,0.9097851411,0.0191560963,0.06859953404,0.5623582936,0.5500031367,36.50697327,12.51241589
Egbeda,2012,Oyo,1,1,2,1,WER,2,125.197548,87.92269897,464340.4677,0.8077203205,0.1747997087,0.006554989075,258.4543526,4.05823911,7.40709477,1405.829938,260.7497089,4.840261561,0.7151835022,27.76357644,0.04837892731,25.85841584,122.4356436,27.68481848,1245.184818,64.48184818,519.8415842,7.613861386,11.1899513,2.041542312,526630.2734,2043.512631,483026.3066,43603.96679,0.9172019366,0.48724928,0.5917698471,0.8026219956,0.1798980335,0.006554989075,0.4509695741,0.3479550517,13.1596508,6.519279957
